color,title_year,movie_title,movie_facebook_likes,duration,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes,gross,genres,num_voted_users,num_critic_for_reviews,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,aspect_ratio,imdb_score
Color,2015,Dutch Kills??,33,90,Joseph Mazzella,0,Tjasa Ferme,313,Mikaal Bates,25,Damon Owlia,9,366,,Crime|Drama|Thriller,57,,2,,2,English,USA,,25000,,4.8
Color,2015,Exeter??,0,91,Marcus Nispel,158,Ashley Tramonte,630,Brittany Curran,512,Lindsay MacDonald,265,2679,,Horror|Mystery|Thriller,3836,43,0,asylum|demon|party|secret|teenager,33,English,USA,R,,1.85,4.6
Color,2016,Batman v Superman: Dawn of Justice??,197000,183,Zack Snyder,0,Henry Cavill,15000,Lauren Cohan,4000,Alan D. Purwin,2000,24450,330249062,Action|Adventure|Sci-Fi,371639,673,0,based on comic book|batman|sequel to a reboot|superhero|superman,3018,English,USA,PG-13,250000000,2.35,6.9
Color,2016,Captain America: Civil War??,72000,147,Anthony Russo,94,Robert Downey Jr.,21000,Scarlett Johansson,19000,Chris Evans,11000,64798,407197282,Action|Adventure|Sci-Fi,272670,516,0,based on comic book|knife|marvel cinematic universe|returning character killed off|superhero,1022,English,USA,PG-13,250000000,2.35,8.2
Color,2016,Star Trek Beyond??,30000,122,Justin Lin,681,Sofia Boutella,998,Melissa Roxburgh,119,Lydia Wilson,105,1327,130468626,Action|Adventure|Sci-Fi|Thriller,53607,322,4,hatred|sequel|space opera|star trek|third part,432,English,USA,PG-13,185000000,2.35,7.5
Color,2016,The Legend of Tarzan??,29000,110,David Yates,282,Christoph Waltz,11000,Alexander Skarsg??rd,10000,Casper Crump,103,21175,124051759,Action|Adventure|Drama|Romance,42372,248,2,africa|capture|jungle|male objectification|tarzan,239,English,USA,PG-13,180000000,2.35,6.6
Color,2016,X-Men: Apocalypse??,54000,144,Bryan Singer,0,Jennifer Lawrence,34000,Michael Fassbender,13000,Tye Sheridan,1000,49684,154985087,Action|Adventure|Sci-Fi,148379,396,6,mutant|superhero|superhero team|x men|year 1983,622,English,USA,PG-13,178000000,2.35,7.3
Color,2016,Suicide Squad??,80000,123,David Ayer,452,Will Smith,10000,Robin Atkin Downes,336,Ike Barinholtz,329,11287,161087183,Action|Adventure|Comedy|Sci-Fi,118992,418,8,based on comic book|critically bashed|father daughter relationship|reference to superman|super villain,971,English,USA,PG-13,175000000,2.35,6.9
Color,2016,The Jungle Book??,65000,106,Jon Favreau,4000,Scarlett Johansson,19000,Bill Murray,13000,Garry Shandling,591,32921,362645141,Adventure|Drama|Family|Fantasy,106072,370,0,fire|jungle|remake|tiger|wolf,398,English,UK,PG,175000000,1.85,7.8
Color,2016,Independence Day: Resurgence??,67000,120,Roland Emmerich,776,Vivica A. Fox,890,Sela Ward,812,Judd Hirsch,535,3233,102315545,Action|Adventure|Sci-Fi,58137,286,0,alien|battle|defense|independence day|mothership,520,English,USA,PG-13,165000000,2.35,5.5
Color,2016,Godzilla Resurgence??,0,120,Hideaki Anno,28,Mark Chinnery,544,Shin'ya Tsukamoto,106,Atsuko Maeda,12,699,,Action|Adventure|Drama|Horror|Sci-Fi,374,1,0,blood|godzilla|monster|sequel,13,Japanese,Japan,,,2.35,8.2
Color,2016,Alice Through the Looking Glass??,30000,113,James Bobin,33,Johnny Depp,40000,Alan Rickman,25000,Anne Hathaway,11000,80806,76846624,Adventure|Family|Fantasy,21352,218,1,clock|dark fantasy|mad hatter|queen|sequel,131,English,USA,PG,170000000,1.85,6.4
Color,2016,Warcraft??,89000,123,Duncan Jones,0,Dominic Cooper,3000,Callum Rennie,716,Ruth Negga,648,5505,46978995,Action|Adventure|Fantasy,111609,275,0,based on video game|fictional language|fictional war|orc|sword and sorcery,781,English,USA,PG-13,160000000,2.35,7.3
Color,2016,The Legend of Tarzan??,29000,110,David Yates,282,Christoph Waltz,11000,Alexander Skarsg??rd,10000,Casper Crump,103,21175,124051759,Action|Adventure|Drama|Romance,42372,248,2,africa|capture|jungle|male objectification|tarzan,239,English,USA,PG-13,180000000,2.35,6.6
Color,2016,Ghostbusters??,62000,116,Paul Feig,176,Ed Begley Jr.,783,Kate McKinnon,370,Zach Woods,322,2097,118099659,Action|Comedy|Fantasy|Sci-Fi,69757,464,4,ghost|ghostbuster|ghostbusters|male objectification|reboot,1211,English,USA,PG-13,144000000,2.35,5.5
Color,2016,Kung Fu Panda 3??,24000,95,Alessandro Carloni,5,J.K. Simmons,24000,Angelina Jolie Pitt,11000,Wayne Knight,967,36095,143523463,Action|Adventure|Animation|Comedy|Family,64322,210,0,china|kung fu|panda|pig|village,145,English,USA,PG,145000000,2.35,7.2
Color,2016,Gods of Egypt??,24000,126,Alex Proyas,295,Gerard Butler,18000,Elodie Yung,934,Bryan Brown,284,19769,31141074,Action|Adventure|Fantasy,51892,184,4,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,273,English,USA,PG-13,140000000,2.35,5.5
Color,2016,The BFG??,27000,117,Steven Spielberg,14000,Mark Rylance,535,Penelope Wilton,400,Rafe Spall,358,1950,52792307,Adventure|Family|Fantasy,12572,252,0,cannibal|evil brother|giant|london england|queen,106,English,UK,PG,140000000,2.35,6.8
Color,2016,Godzilla Resurgence??,0,120,Hideaki Anno,28,Mark Chinnery,544,Shin'ya Tsukamoto,106,Atsuko Maeda,12,699,,Action|Adventure|Drama|Horror|Sci-Fi,374,1,0,blood|godzilla|monster|sequel,13,Japanese,Japan,,,2.35,8.2
Color,2016,Jason Bourne??,31000,123,Paul Greengrass,521,Matt Damon,13000,Riz Ahmed,365,Ato Essandoh,265,13752,108521835,Action|Thriller,40123,267,0,black ops|chase|cia|cia agent|repeated scene,297,English,UK,PG-13,120000000,2.35,7.1
Color,2016,The Huntsman: Winter's War??,16000,120,Cedric Nicolas-Troyan,19,Chris Hemsworth,26000,Sam Claflin,11000,Charlize Theron,9000,46719,47952020,Action|Adventure|Drama|Fantasy,37750,231,2,based on fairy tale|dark fantasy|fairy tale|second part|sequel,134,English,USA,PG-13,115000000,2.35,6.1
Color,2016,Teenage Mutant Ninja Turtles: Out of the Shadows??,12000,112,Dave Green,13,Stephen Amell,5000,Noel Fisher,833,Brad Garrett,799,8306,81638674,Action|Adventure|Comedy|Sci-Fi,17533,181,,based on comic book|brother brother relationship|rat|sequel|turtle,115,English,USA,PG-13,135000000,2.35,6.3
Color,2016,Allegiant??,12000,120,Robert Schwentke,124,Naomi Watts,6000,Theo James,5000,Zo?? Kravitz,943,12452,66002193,Action|Adventure|Mystery|Sci-Fi|Thriller,44296,181,3,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead,144,English,USA,PG-13,110000000,2.35,5.8
Color,2016,Ben-Hur??,0,141,Timur Bekmambetov,335,Morgan Freeman,11000,Ayelet Zurer,745,Moises Arias,635,13379,,Adventure|Drama|History,57,1,2,,1,English,USA,PG-13,,2.35,6.1
Color,2016,Now You See Me 2??,15000,129,Jon M. Chu,209,Daniel Radcliffe,11000,Morgan Freeman,11000,Sanaa Lathan,886,23031,64685359,Action|Adventure|Comedy|Crime|Mystery|Thriller,40862,196,6,card trick|london england|magician|rain machine|rooftop,139,English,USA,PG-13,90000000,2.35,6.9
Color,2016,The Secret Life of Pets??,36000,87,Yarrow Cheney,11,Steve Coogan,1000,Eric Stonestreet,904,Albert Brooks,745,4782,323505540,Animation|Comedy|Family,24407,165,0,animal control|lost animal|mongrel|pet|terrier,155,English,Japan,PG,75000000,1.85,6.8
Color,2016,The Angry Birds Movie??,14000,97,Clay Kaytis,6,Peter Dinklage,22000,Josh Gad,1000,Keegan-Michael Key,415,24350,107225164,Action|Animation|Comedy|Family,27130,141,0,butt|downward duck|fish|kingfisher|pig,126,English,USA,PG,73000000,1.85,6.3
Color,2016,The Finest Hours??,12000,117,Craig Gillespie,44,Michael Raymond-James,788,Abraham Benrubi,562,Graham McTavish,531,3524,27550735,Action|Drama|History|Thriller,27481,178,0,1950s|coast guard|oil tanker|sinking ship|survival,113,English,USA,PG-13,,2.35,6.8
Color,2016,London Has Fallen??,28000,99,Babak Najafi,24,Gerard Butler,18000,Radha Mitchell,992,Julian Kostov,864,20276,62401264,Action|Crime|Drama|Thriller,69484,225,3,british|funeral|good versus evil|mole|sequel,323,English,UK,R,60000000,2.35,5.9
Color,2016,Xi you ji zhi: Sun Wukong san da Baigu Jing??,426,119,Pou-Soi Cheang,3,Li Gong,879,Aaron Kwok,107,Eddie Peng,22,1026,,Action|Adventure|Fantasy,1212,14,1,buddhism|demon|journey to the west|monk|monkey king,9,English,China,,68005000,2.35,6
Color,2016,Deadpool??,117000,108,Tim Miller,84,Ryan Reynolds,16000,Ed Skrein,805,Stefan Kapicic,361,18239,363024263,Action|Adventure|Comedy|Romance|Sci-Fi,479047,579,0,based on comic book|breaking the fourth wall|mercenary|mutant|self healing,1058,English,USA,R,58000000,2.35,8.1
Color,2016,Central Intelligence??,10000,107,Rawson Marshall Thurber,43,Dwayne Johnson,12000,Thomas Kretschmann,919,Megan Park,569,14569,126088877,Action|Comedy|Crime,33354,177,2,accountant|blooper|espionage|facebook|high school reunion,110,English,USA,PG-13,50000000,2.35,6.6
Color,2016,13 Hours??,44000,144,Michael Bay,0,Toby Stephens,769,James Badge Dale,726,David Costabile,681,3580,52822418,Action|Drama|Thriller|War,47764,204,0,based on true story|cia agent|libya|mercenary|u.s. ambassador,219,English,USA,R,50000000,2.35,7.4
Color,2016,Free State of Jones??,10000,139,Gary Ross,378,Matthew McConaughey,11000,Donald Watkins,552,Jessica Collins,303,12786,20389967,Action|Biography|Drama|History|War,3077,79,1,american civil war|civil war|u.s. civil war,47,English,USA,R,50000000,1.85,6.7
Color,2016,Zoolander 2??,28000,102,Ben Stiller,0,Milla Jovovich,14000,Will Ferrell,8000,Justin Theroux,1000,24107,28837115,Comedy,34964,226,4,chosen one|fashion|fashion model|model|retired,150,English,USA,PG-13,50000000,2.35,4.8
Color,2016,The Infiltrator??,0,127,Brad Furman,65,Joseph Gilgun,788,Amy Ryan,423,Olympia Dukakis,345,2104,14946229,Biography|Crime|Drama|Thriller,2581,72,1,,29,English,UK,R,25000000,2.35,7.3
Color,2016,The Conjuring 2??,40000,134,James Wan,0,Javier Botet,1000,Frances O'Connor,575,Robin Atkin Downes,336,2676,102310175,Horror|Mystery|Thriller,64989,300,0,based on supposedly true story|house|paranormal investigating|psychic|second part,279,English,USA,R,40000000,2.35,7.8
Color,2016,Ride Along 2??,0,102,Tim Story,167,Olivia Munn,2000,Nadine Velazquez,874,Bruce McGill,655,5178,90835030,Action|Comedy,28621,119,0,computer hacker|crime boss|detective|drugs|wedding,58,English,USA,PG-13,40000000,2.35,5.9
Color,2016,The 5th Wave??,14000,112,J Blakeson,5,Chlo?? Grace Moretz,17000,Maggie Siff,1000,Nick Robinson,724,19974,34912982,Action|Adventure|Sci-Fi|Thriller,55617,194,0,alien|attack|based on novel|based on young adult novel|fear,266,English,USA,PG-13,38000000,2.35,5.2
Color,2016,How to Be Single??,15000,110,Christian Ditter,11,Alison Brie,2000,Damon Wayans Jr.,756,Nicholas Braun,591,4882,46813366,Comedy|Romance,39440,148,4,motor scooter|new york city|newborn baby|scooter|single,83,English,USA,R,38000000,2.35,6.1
Color,2016,Neighbors 2: Sorority Rising??,0,92,Nicholas Stoller,89,Chlo?? Grace Moretz,17000,Ike Barinholtz,329,Kiersey Clemons,190,17860,55291815,Comedy,28041,177,0,bare chested male|gay|gay best friend|gay man|gay marriage proposal,111,English,USA,R,35000000,2.35,6
Color,2016,Criminal??,0,113,Ariel Vromen,34,Gary Oldman,10000,Jordi Moll??,877,Doug Cockle,24,10910,14268533,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,17319,130,2,cia|husband wife relationship|memory|tied up while barefoot|violence,100,English,UK,R,31500000,2.35,6.3
Color,2016,Ghostbusters??,62000,116,Paul Feig,176,Ed Begley Jr.,783,Kate McKinnon,370,Zach Woods,322,2097,118099659,Action|Comedy|Fantasy|Sci-Fi,69790,464,4,ghost|ghostbuster|ghostbusters|male objectification|reboot,1211,English,USA,PG-13,144000000,2.35,5.5
Color,2016,Sausage Party??,13000,89,Greg Tiernan,5,James Franco,11000,Salma Hayek,4000,Anders Holm,365,15795,,Adventure|Animation|Comedy|Fantasy,3302,65,0,bread|coarse language|f word|sausage|tricked into lesbian sex,14,English,USA,R,19000000,1.85,7.5
Color,2016,The Boss??,0,99,Ben Falcone,265,Peter Dinklage,22000,Tyler Labine,779,Ben Falcone,265,23562,63034755,Comedy,16984,154,1,business|girl scouts|orphanage|overweight woman|quitting a job,96,English,USA,R,29000000,1.85,5.3
Color,2016,Florence Foster Jenkins??,0,110,Stephen Frears,350,Meryl Streep,11000,Nina Arianda,183,John Sessions,83,11534,,Biography|Comedy|Drama|Music|Romance,2167,87,3,heiress|opera singer|platonic marriage|singer|singing,32,English,UK,PG-13,29000000,2.35,7.1
Color,2016,Pride and Prejudice and Zombies??,73000,108,Burr Steers,23,Matt Smith,2000,Bella Heathcote,860,Sam Riley,845,4710,10907291,Action|Horror|Romance,23775,225,0,based on novel|damsel in distress|deception|england|zombie,134,English,USA,PG-13,28000000,2.35,5.8
Color,2016,The Jungle Book??,65000,106,Jon Favreau,4000,Scarlett Johansson,19000,Bill Murray,13000,Garry Shandling,591,32921,362645141,Adventure|Drama|Family|Fantasy,106221,370,0,fire|jungle|remake|tiger|wolf,398,English,UK,PG,175000000,1.85,7.8
Color,2016,Money Monster??,0,98,Jodie Foster,0,Julia Roberts,8000,Jack O'Connell,698,Chris Bauer,638,10894,41008532,Crime|Drama|Thriller,19611,268,1,death|hostage|money|shot in the chest|shot in the heart,103,English,USA,R,27000000,2.35,6.7
Color,2016,Eddie the Eagle??,15000,106,Dexter Fletcher,452,Hugh Jackman,20000,Taron Egerton,732,Tim McInnerny,141,21195,15785632,Biography|Comedy|Drama|Sport,32507,216,3,1988 winter olympics|coach|ski jumper|winter|winter olympics,119,English,UK,PG-13,23000000,2.35,7.5
Color,2016,Jane Got a Gun??,0,98,Gavin O'Connor,149,Natalie Portman,20000,Noah Emmerich,617,Boyd Holbrook,439,21414,1512815,Action|Drama|Western,8885,123,0,brothel|death of husband|ex lover|haunted by the past|redemption,56,English,USA,R,25000000,2.35,5.8
Color,2016,Eddie the Eagle??,15000,106,Dexter Fletcher,452,Hugh Jackman,20000,Taron Egerton,732,Tim McInnerny,141,21195,15785632,Biography|Comedy|Drama|Sport,32513,216,3,1988 winter olympics|coach|ski jumper|winter|winter olympics,119,English,UK,PG-13,23000000,2.35,7.5
Color,2016,Our Kind of Traitor??,0,108,Susanna White,24,Radivoje Bukvic,150,Pawel Szajda,104,Grigoriy Dobrygin,100,540,3108216,Thriller,2587,134,2,based on novel|male frontal nudity|male nudity|male rear nudity,21,English,UK,R,,2.35,6.4
Color,2016,"Hail, Caesar!??",23000,106,Ethan Coen,1000,Scarlett Johansson,19000,Channing Tatum,17000,Alden Ehrenreich,1000,38494,29997095,Comedy|Mystery,60926,423,5,50s|film within a film|hollywood|illegitimate pregnancy|twins,302,English,UK,PG-13,22000000,1.85,6.4
Color,2016,Me Before You??,51000,110,Thea Sharrock,17,Sam Claflin,11000,Emilia Clarke,10000,Brendan Coyle,418,21852,56154094,Drama|Romance,44723,151,0,accident|caretaker|economic hardship|quadriplegic|wheelchair,130,English,UK,PG-13,20000000,2.35,7.6
Color,2016,Bad Moms??,18000,100,Jon Lucas,24,Mila Kunis,15000,Jay Hernandez,1000,Jada Pinkett Smith,851,18786,55461307,Comedy,4654,81,9,lesbian kiss|mom|pta|reference to mad max|scene during end credits,46,English,USA,R,20000000,,6.7
Color,2016,Risen??,21000,107,Kevin Reynolds,58,Peter Firth,141,Jan Cornet,76,Mar??a Botto,47,389,36874745,Action|Adventure|Drama|Mystery,12276,122,2,biblical|crucifixion|judea|resurrection|roman soldier,117,English,USA,PG-13,20000000,2.35,6.3
Color,2016,Nerve??,0,96,Henry Joost,24,Samira Wiley,646,Marc John Jefferies,441,Emily Meade,374,1780,28876924,Adventure|Crime|Mystery|Sci-Fi|Thriller,4303,86,0,dare|game|knocked out|motorcycle|online game,35,English,USA,PG-13,20000000,,7.1
Color,2016,Triple 9??,0,115,John Hillcoat,214,Kate Winslet,14000,Norman Reedus,12000,Clifton Collins Jr.,968,27214,12626905,Action|Crime|Drama|Thriller,32567,214,3,betrayal|corrupt cop|heist|murder of a police officer|police detective,106,English,USA,R,20000000,2.35,6.3
Color,2016,Hands of Stone??,0,105,Jonathan Jakubowicz,23,Robert De Niro,22000,Jurnee Smollett-Bell,2000,Edgar Ram??rez,897,27425,,Action|Biography|Drama|Sport,178,,0,boxer|boxing|three word title,1,English,Panama,R,20000000,,7.2
Color,2016,Fight Valley??,1000,90,Rob Hawk,97,Kari J. Kramer,731,Erin O'Brien,634,Cabrina Collesides,319,2374,,Action|Drama,60,6,4,,6,English,USA,,27000000,,5
Color,2016,Indignation??,599,110,James Schamus,44,Logan Lerman,8000,Sarah Gadon,691,Tracy Letts,85,8972,560512,Drama,550,63,0,based on novel,3,Hebrew,USA,R,,2,7.8
Color,2016,My Big Fat Greek Wedding 2??,19000,94,Kirk Jones,52,Nia Vardalos,567,Louis Mandylor,312,Joey Fatone,261,2259,59573085,Comedy|Family|Romance,13562,156,10,family restaurant|greek|remarriage|suburb|wedding,103,English,USA,PG-13,18000000,2.35,6.1
Color,2016,Midnight Special??,0,112,Jeff Nichols,337,Kirsten Dunst,4000,Sam Shepard,820,Paul Sparks,201,5671,3707794,Adventure|Drama|Sci-Fi|Thriller,31359,263,0,cult|father son relationship|gas station|on the run|supernatural ability,156,English,Greece,PG-13,18000000,2.35,6.7
Color,2016,Restoration??,378,92,Zack Ward,662,Zack Ward,662,Anna Harr,290,James Cullen Bressack,161,1498,,Horror,436,15,0,,6,English,USA,,,,4
Color,2016,I Am Wrath??,0,92,Chuck Russell,55,Sam Trammell,1000,Rebecca De Mornay,872,Amanda Schull,757,3212,,Action|Crime|Drama|Thriller,4510,23,1,conspiracy|female scientist|mugging|police detective|tattoo,50,English,USA,R,18000000,,5.2
Color,2016,The Young Messiah??,0,111,Cyrus Nowrasteh,19,Clive Russell,241,Vincent Walsh,118,Finn Ireland,107,824,6462576,Drama,1449,24,0,based on novel,30,English,USA,PG-13,18500000,2.35,5.4
Color,2016,Bad Moms??,18000,100,Jon Lucas,24,Mila Kunis,15000,Jay Hernandez,1000,Jada Pinkett Smith,851,18786,55461307,Comedy,4654,81,9,lesbian kiss|mom|pta|reference to mad max|scene during end credits,46,English,USA,R,20000000,,6.7
Color,2016,Ben-Hur??,0,141,Timur Bekmambetov,335,Morgan Freeman,11000,Ayelet Zurer,744,Moises Arias,635,13390,,Adventure|Drama|History,62,1,2,chariot race|epic|false accusation|jerusalem|slave,1,English,USA,PG-13,100000000,2.35,6.1
Color,2016,Keanu??,0,100,Peter Atencio,10,Nia Long,826,Will Forte,622,Keegan-Michael Key,415,2958,20566327,Action|Comedy,15385,129,2,car chase|gangsta|gun fight|hitman|kitten,84,English,USA,R,15000000,2.35,6.4
Color,2016,Miracles from Heaven??,16000,109,Patricia Riggen,36,Jennifer Garner,3000,Brighton Sharbino,3000,Martin Henderson,579,7833,61693523,Drama,6276,63,0,child cancer|christian film|christianity|falling into a hole|inspiring,55,English,USA,PG,13000000,1.85,6.8
Color,2016,The Shallows??,0,86,Jaume Collet-Serra,174,??scar Jaenada,619,Brett Cullen,350,Sedona Legge,2,971,54257433,Drama|Horror|Thriller,12983,186,0,beach|island|mexico|prey|trapped,139,English,USA,PG-13,17000000,2.35,6.8
Color,2016,Operation Chromite??,139,115,John H. Lee,32,Liam Neeson,14000,Dean Dawson,81,Jung-jae Lee,29,14133,31662,Action|Drama|History|War,90,2,1,,1,English,South Korea,,12620000,,6.8
Color,2016,Dirty Grandpa??,11000,109,Dan Mazer,11,Robert De Niro,22000,Zoey Deutch,851,Jason Mantzoukas,411,24063,35537564,Comedy,49671,158,1,female removes her clothes|fondling|voyeur|voyeurism|white panties,166,English,USA,R,11500000,2.35,6
Color,2016,Misconduct??,0,106,Shintaro Shimosawa,29,Al Pacino,14000,Anthony Hopkins,12000,Glen Powell,571,27660,,Drama|Thriller,6935,38,3,black panties|lust|sexual attraction|voyeur|voyeurism,50,English,USA,R,11000000,2.35,5.3
Color,2016,The Purge: Election Year??,0,109,James DeMonaco,65,Frank Grillo,798,Joseph Julian Soria,465,Mykelti Williamson,393,2480,78845130,Action|Horror|Sci-Fi|Thriller,17596,165,1,cathedral|minister|presidential election|reference to george washington|ritual sacrifice,94,English,France,R,10000000,2.35,6.1
Color,2016,The Boy??,20000,97,William Brent Bell,19,Lauren Cohan,4000,Rupert Evans,334,Stephanie Lemelin,130,4687,35794166,Horror|Mystery|Thriller,35654,159,0,animate doll|doll|england|nanny|surprise ending,155,English,USA,PG-13,10000000,2.35,6
Color,2016,Pete's Dragon??,21000,102,David Lowery,38,Bryce Dallas Howard,3000,Oona Laurence,424,Isiah Whitlock Jr.,190,3691,,Adventure|Family|Fantasy,408,78,0,,6,English,USA,PG,65000000,2.35,7.3
Color,2016,The Forest??,10000,93,Jason Zada,4,Eoin Macken,533,Stephanie Vogt,35,Gen Seto,4,578,26583369,Horror|Mystery|Thriller,20837,185,1,forest|japan|suicide|suicide forest|supernatural,127,English,USA,PG-13,10000000,1.85,4.8
Color,2016,The Wailing??,0,156,Hong-jin Na,43,Jung-min Hwang,45,Jun Kunimura,5,Woo-hee Chun,0,50,770629,Fantasy|Horror|Mystery|Thriller,2379,77,0,policeman|stranger|supernatural|village|vomiting,24,Korean,South Korea,Not Rated,,2.35,7.7
Color,2016,Kicks??,240,80,Justin Tipping,2,Tina Gilton,861,Natalie Stephany Aguilar,163,Justin Hall,102,1279,,Adventure,59,6,,,6,English,USA,R,,,7.8
Color,2016,Mr. Church??,205,104,Bruce Beresford,78,Mckenna Grace,502,Lucy Fry,206,Natalie Coughlin,189,1546,,Drama,63,5,0,,5,English,USA,PG-13,8000000,2.35,8
Color,2016,Code of Honor??,689,106,Michael Winnick,155,Scott Takeda,981,Helena Mattsson,505,Craig Sheffer,391,2741,,Action,662,15,0,gun|mayor|nightclub|police|vigilantism,14,English,USA,R,8000000,,4.2
